,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
200,DELL,Vostro,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,41390,51976,20,4.2,56,7
203,DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,39990,45810,12,3.9,170,11
204,DELL,Missing,Intel,Core i3,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9,95,5
205,ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,18990,22990,17,3.6,197,25
206,ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,17990,21990,18,3.6,1180,148
207,HP,14a,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,26470,31532,16,3.6,232,23
208,HP,Chromebook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,27990,31532,11,3.8,596,65
209,Lenovo,Celeron,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,29999,37400,19,3.3,19,1
210,Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,25990,40490,35,3.7,84,16
211,Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,16990,24840,31,3.4,414,54
212,Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,24990,34890,28,2.8,70,16
214,acer,Aspire,Intel,Core i5,Missing,8 GB,DDR5,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,50990,89999,43,4.4,10966,1185
215,acer,Spin,Intel,Core i5,Missing,8 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,1,No,No,119990,124900,3,4.0,1,1
216,acer,Swift,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,94190,124999,24,4.3,31,6
217,ASUS,ROG,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,106167,120990,12,4.5,1881,241
218,DELL,Missing,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,1,No,No,68090,69500,2,1.6,23,4
220,HP,15s,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,Missing,0,No,No,55990,63179,11,4.0,818,109
222,lenovo,Ideapad,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,72990,90000,18,4.2,204,19
223,Lenovo,Ideapad,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,2,Casual,Missing,0,No,No,46990,62290,24,4.2,4428,569
224,MICROSOFT,Surface,Intel,Core i5,10th,8 GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,100190,104999,4,4.4,56,8
225,Smartron,t.book,Intel,Core i5,7th,8 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,52990,55999,5,3.5,30,9
226,MICROSOFT,Surface,Intel,Core i5,8th,8 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,91999,91999,0,4.5,49,8
227,Smartron,t.book,Intel,Core i5,7th,4 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4
228,HP,Pavilion,Intel,Core i5,8th,8 GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,76012,0,4.3,129,16
229,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3,365,35
230,lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,102990,139890,26,4.6,79,14
231,acer,Swift,Intel,Core i5,7th,8 GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86867,99999,13,4.4,39,3
232,LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,76990,104000,25,4.5,15,7
235,LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,62990,99000,36,4.6,68,20
236,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,55990,71578,21,3.3,3,0
237,acer,Swift,Intel,Core i5,8th,8 GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,Yes,Yes,81998,82799,0,4.0,14,3
240,acer,Swift,Intel,Core i5,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7
242,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0
243,HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15
244,HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17
245,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,2,No,Yes,52990,74390,28,4.2,300,24
246,HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6
247,ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,57990,81990,29,4.5,3712,412
248,Lenovo,Ideapad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4,825,95
249,realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,52990,69999,24,4.4,3470,505
251,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,51990,88990,41,4.2,85,4
252,Lenovo,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,61990,97890,36,4.2,56,7
253,RedmiBook,Pro,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2,1708,242
254,ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6,10,1
255,Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,65990,78109,15,4.6,17,4
256,Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,47990,90000,46,4.4,1119,242
257,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,75999,30,4.2,155,20
259,ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,71990,115990,37,4.4,91,17
260,ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,47990,62990,23,4.0,35,2
261,Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,45990,74990,38,4.7,6,1
262,Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,2,No,Yes,48490,64290,24,4.3,126,13
263,ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,72990,105990,31,4.5,74,10
264,MSI,Katana,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,76990,106990,28,4.6,75,17
265,ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,Yes,89990,129990,30,4.6,124,17
266,MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,59990,83990,28,4.5,1597,228
267,ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,65990,89990,26,4.4,3850,378
268,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71990,94201,23,4.7,7,1
269,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71890,92549,22,4.3,3,0
272,HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8,5,1
273,ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,73490,110990,33,4.5,213,45
274,HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3,10,0
275,HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,58340,74839,22,4.0,69,6
276,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,55999,75999,26,4.5,6,0
277,DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,67990,89849,24,4.4,93,9
278,ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,4.5,11,2
279,ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,82990,104990,20,4.4,262,31
281,DELL,Missing,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,70090,89395,21,4.0,5,1
282,realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,60999,69999,12,4.4,3470,505
283,ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1,45,3
284,MSI,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55490,66990,17,3.9,8,1
285,HP,Spectre,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,0,Yes,No,97990,114749,14,5.0,3,1
286,ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,54990,76990,28,4.4,1681,227
287,Lenovo,Thinkbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15,1,No,Yes,59990,115167,47,4.3,37,2
288,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2,61,2
289,HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1
290,acer,Intel,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4,17,1
291,ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3,1625,152
292,HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,14,1,No,Yes,59999,81684,26,4.0,4,1
295,HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1
299,HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0
303,Lenovo,Thinkbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,3,Yes,Yes,64990,151557,57,4.0,48,12
304,Lenovo,Legion,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4,282,36
306,Lenovo,Ideapad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,70990,104890,32,4.2,67,4
307,Infinix,INBook,Intel,Core i5,10th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,42490,59999,29,4.1,383,65
310,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,79990,97946,18,4.6,23,2
311,MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,56541,61990,8,4.4,677,87
312,ASUS,Missing,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,59990,82990,27,3.3,3,0
313,Lenovo,ThinkBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,64990,120708,46,4.4,46,4
314,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,61290,73774,16,3.0,4,1
315,Lenovo,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,66470,17,4.2,9,1
316,Lenovo,ThinkBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,59990,112608,46,4.4,26,4
317,ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,84990,129990,34,5.0,5,0
318,HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,72500,80900,10,4.4,40,3
319,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,59990,93690,35,3.9,44,6
320,Lenovo,Yoga,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,87990,125890,30,4.7,28,6
321,HP,14s,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,63179,8,4.3,1541,123
322,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69490,69736,0,4.2,72,7
323,Lenovo,Thinkbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,3,Yes,Yes,68990,159180,56,4.6,44,8
324,Lenovo,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,1,No,Yes,77990,80366,2,4.3,17,2
325,ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,105990,140990,24,4.4,59,11
327,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55490,80711,31,4.1,337,27
328,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69990,104890,33,4.6,10,2
329,ASUS,Zenbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,84990,116990,27,4.2,10,2
330,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,59990,76143,21,3.8,31,7
332,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,65990,88037,25,4.3,10,0
333,ASUS,Zenbook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,1,No,Yes,72990,90990,19,4.7,76,14
334,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,71090,89849,20,4.1,44,6
336,ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,79990,98990,19,4.4,11,3
337,MSI,Modern,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,55490,67990,18,4.3,138,16
338,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,Yes,66490,87168,23,4.1,199,17
339,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53400,69500,23,4.1,46,6
340,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,74500,78990,5,4.4,45,5
342,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,0,No,No,61990,68859,9,4.1,35,4
343,APPLE,MacBook,Intel,Core i5,10th,8 GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,159990,174900,8,4.4,32,5
344,APPLE,MacBook,Intel,Core i5,8th,8 GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,Missing,1,No,No,172090,179900,4,4.2,108,13
346,MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,56490,57240,1,4.5,814,112
348,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,65438,14,4.2,75,9
350,HP,Envy,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,106490,138366,23,4.7,3,0
351,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,1,No,Yes,70990,113290,37,4.6,11,3
352,Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,64990,77487,16,4.4,125,11
354,ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,64990,81990,20,4.5,4,0
355,MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,54990,61990,11,4.4,714,147
356,Vaio,SE,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,62890,84690,25,4.0,85,14
358,Lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70798,101090,29,4.0,21,3
359,Lenovo,Legion,Intel,Core i5,9th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,59990,84990,29,3.8,9,1
361,HP,14s,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,77996,28,4.2,30,4
362,ASUS,ZenBook,Intel,Core i5,8th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,72990,90990,19,4.2,44,4
363,acer,Swift,Intel,Core i5,8th,8 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,64990,87999,26,3.8,4,1
365,HP,HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4,14,2
366,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,2,No,Yes,62998,79890,21,4.3,739,71
367,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,77990,98200,20,4.5,31,5
368,HP,Spectre,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,114990,122803,6,4.4,145,19
370,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,88990,90605,1,3.8,19,2
372,Mi,Notebook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,54990,59999,8,4.3,545,74
373,ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,84990,12,4.2,32,6
375,HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61000,68000,10,4.3,1124,100
376,ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,4.9,35,6
377,Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,67990,76915,11,4.8,9,0
378,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,70799,89564,20,4.7,98,6
379,Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,65990,75879,13,4.1,31,2
380,ASUS,VivoBook,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,53690,58990,8,4.4,19,3
382,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53190,69990,24,4.5,11,0
383,Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,Missing,2,No,Yes,58999,65999,10,4.4,45,3
390,Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,69899,73899,5,4.3,474,37
392,DELL,GAMING,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,76300,79999,4,4.2,6,0
394,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,72900,74900,2,3.9,24,4
395,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,92600,20,4.5,195,17
398,HP,Spectre,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,126000,152042,17,5.0,2,1
402,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5,21,2
405,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,Yes,Yes,79990,88600,9,4.8,5,0
408,MSI,GS,Intel,Core i5,8th,8 GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,Missing,0,No,No,149990,169990,11,4.1,10,3
410,DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,79500,99433,20,4.3,10,1
411,DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,82990,107786,23,3.7,15,3
412,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70980,76094,6,4.4,138,23
415,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,Yes,No,82990,94890,12,4.4,16,3
416,MSI,Prestige,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,93489,14,4.9,11,4
419,ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,105990,105990,0,5.0,4,0
421,Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,59999,80000,25,4.4,22,3
